proteinGroups.nucl$LFQ.intensity.8hrsNI.Rep1	proteinGroups.nucl$LFQ.intensity.8hrsNI.Rep2	proteinGroups.nucl$LFQ.intensity.8hrsNI.Rep3	proteinGroups.nucl$LFQ.intensity.8hrsI.Rep1	proteinGroups.nucl$LFQ.intensity.8hrsI.Rep2	proteinGroups.nucl$LFQ.intensity.8hrsI.Rep3	proteinGroups.nucl$LFQ.intensity.24hrsNI.Rep1	proteinGroups.nucl$LFQ.intensity.24hrsNI.Rep2	proteinGroups.nucl$LFQ.intensity.24hrsNI.Rep3	proteinGroups.nucl$LFQ.intensity.24hrsI.Rep1	proteinGroups.nucl$LFQ.intensity.24hrsI.Rep2	proteinGroups.nucl$LFQ.intensity.24hrsI.Rep3
Solyc11g008460.1.1	5027000	5169200	13528000	5892900	4673800	7902800	5530600	8258000	8917400	3864300	4379700	5648600
Solyc11g008470.1.1	8709100	8943500	14545000	11767000	7617400	9789800	10630000	12619000	8985700	7518000	7917800	4627000
Solyc11g008500.1.1	53249000	47722000	56982000	42577000	39038000	40577000	49996000	39249000	60547000	35870000	18022000	39824000
Solyc11g008620.1.1	0	0	0	0	2930200	0	3603200	0	0	10055000	10593000	3549500
Solyc11g008740.1.1	58314000	47217000	66227000	49114000	50282000	45241000	55614000	45546000	65603000	52028000	24505000	58134000
Solyc11g008810.1.1	108850000	158590000	279600000	214670000	182860000	215760000	1.79e+08	141940000	242720000	148180000	104240000	182820000
Solyc11g008870.1.1	0	0	0	0	0	0	0	0	0	2227300	5649100	2784400
Solyc11g008900.1.1	0	605550	0	0	0	0	0	0	0	0	0	0
Solyc11g009090.1.1	12401000	26808000	39370000	38516000	23795000	18073000	26938000	43895000	13275000	41666000	14447000	22285000
Solyc11g010200.1.1	2127500	2055000	1689300	1939300	1909600	1786600	1745000	1909400	2271700	5605600	1999900	3037200
Solyc11g010240.1.1	1112200	0	1531600	869070	1223200	0	0	0	0	1517700	0	0
Solyc11g010470.1.1	2389400	2404300	2465400	2200500	1773300	2471400	3071100	2452200	2622700	5490700	22401000	5239900
Solyc11g010560.1.1	0	0	0	587400	1183000	0	906570	777410	426050	4820900	20440000	1441000
Solyc11g010580.2.1	5588200	5711400	3706700	5423000	6616800	6404600	9485300	7697000	5117100	6326900	11005000	4619100
Solyc11g011130.1.1	42837000	259310000	360960000	122820000	152980000	201190000	136750000	262750000	398700000	147910000	52222000	186460000
Solyc11g011160.1.1	13319000	62164000	34484000	25541000	28181000	57195000	60296000	30935000	27043000	29690000	8883500	51508000
Solyc11g011220.1.1	0	5536800	0	0	5770900	6490300	0	0	0	10285000	7755100	7885600
Solyc11g011490.1.1	0	0	0	0	0	0	264520	0	0	0	0	0
Solyc11g011850.1.1	3741600	4013000	5700800	5804800	4951800	5773000	4831400	5096800	3844300	5593100	4484900	5503200
Solyc11g011920.1.1	0	1886400	3322200	1423200	3042700	0	2023300	1727500	2257400	16165000	43371000	10955000
Solyc11g012080.1.1	0	0	0	0	0	247280	0	0	0	0	1215800	223620
Solyc11g012110.1.1	33441000	129350000	103380000	56328000	54203000	89490000	73085000	113570000	103270000	47484000	66776000	72792000
Solyc11g012140.1.1	3379600	3277300	2020100	0	3605500	4268600	2796000	3063300	2123800	5050900	4190800	2932700
Solyc11g012470.1.1	0	477360	0	0	0	0	0	0	0	0	0	0
Solyc11g012740.1.1	5161300	2624300	3631200	3622100	3888700	7749500	5863300	4371100	4196200	3588500	2765100	5095800
Solyc11g012770.1.1	356040000	245260000	297630000	359810000	206510000	210270000	318860000	226640000	271670000	213030000	90207000	244330000
Solyc11g012800.1.1	0	0	1127500	0	0	0	0	0	0	0	0	0
Solyc11g012810.1.1	4833600	5047300	4658200	4601000	4217100	1914800	5648500	6068000	5424800	2126600	1725600	2354700
Solyc11g012820.1.1	41289000	38156000	39039000	27687000	29867000	61851000	37577000	28754000	46408000	26481000	14008000	30411000
Solyc11g013370.1.1	0	711220	806840	0	0	0	813770	0	833520	0	0	0
Solyc11g013400.1.1	0	3382400	7920900	4402100	4047500	4590500	4324700	6058700	7980800	2478800	0	4920200
Solyc11g013440.1.1	0	5192200	2577800	2776500	7171600	0	3369000	5746000	3967000	21904000	24826000	10472000
Solyc11g013520.1.1	2962100	1822000	6631900	2016600	1525800	1773500	2033000	3018200	3666300	1290600	885220	2384500
Solyc11g013530.1.1	1316700	0	0	1253100	1311100	0	0	0	0	0	0	0
Solyc11g013810.1.1	0	260210	0	0	0	0	0	0	0	0	0	0
Solyc11g017070.1.1	3350100	6567200	5215400	5475400	2666000	4193400	4184500	9013500	8459000	13860000	14775000	12049000
Solyc11g017420.1.1	0	0	0	0	0	2945300	0	0	0	2191800	0	0
Solyc11g017440.1.1	5487300	15794000	12761000	3543700	7212900	9332300	21209000	9441200	11783000	6667800	3968200	6010100
Solyc11g018550.2.1	0	0	1334100	0	1182600	4711600	0	1379700	1308000	4471700	59586000	5427600
Solyc11g018670.1.1	3923800	3687900	6532400	1486000	5299800	2296800	3102700	4005800	2502400	3773600	2102000	4752600
Solyc11g018800.1.1	0	0	0	0	0	0	0	0	0	980300	0	0
Solyc11g019910.1.1	0	0	0	1424900	0	0	0	0	0	0	0	0
Solyc11g020300.1.1	0	0	0	0	0	0	0	0	0	0	3199500	0
Solyc11g020780.1.1	0	0	640630	0	0	0	0	0	0	0	0	0
Solyc11g020810.1.1	79367000	77914000	69297000	73076000	75726000	54375000	70196000	86921000	72575000	65920000	30600000	86870000
Solyc11g021130.1.1	0	1008900	0	0	0	572010	0	0	0	0	0	0
Solyc11g021260.1.1	5733600	3672800	4161000	2666300	3264600	10521000	7337200	1800900	3106100	9574900	2664300	2189600
Solyc11g021270.1.1	3489600	3538500	2812000	0	3726500	4760800	3386600	0	0	6439800	0	0
Solyc11g021290.1.1	2980700	1245000	0	1482600	817550	2015600	1720000	988180	1258200	3140400	1530100	1077500
Solyc11g021300.1.1	5988100	2265100	6511700	2020300	4032000	9822600	2521300	2953000	3795300	0	3841700	0
Solyc11g022460.1.1	6595700	5852100	6935500	9790300	13322000	9224000	5704900	7191800	7429500	6119000	6490800	10925000
Solyc11g027870.1.1	0	0	0	0	0	0	0	0	0	320350	283810	0
Solyc11g030600.2.1	2389200	2972300	1342400	2614000	3196000	3336200	2246800	3055200	1710300	2883500	1575300	2376900
Solyc11g031960.1.1	0	0	0	0	0	0	0	0	0	887910	0	737550
Solyc11g033280.1.1	1.02e+09	887730000	1004100000	1226300000	1169400000	990790000	1311200000	1114600000	1042100000	602890000	578720000	868700000
Solyc11g039650.1.1	200630000	217410000	131950000	231880000	199980000	208350000	194870000	178210000	154020000	305790000	211960000	183550000
Solyc11g039870.1.1	0	0	783660	741080	0	0	0	0	1322400	412400	0	0
Solyc11g039880.1.1	928750	0	1434900	997750	982690	0	1405400	1136300	1658100	0	0	0
Solyc11g039950.1.1	0	1148600	1716900	0	0	0	0	0	0	0	0	0
Solyc11g040110.1.1	0	0	0	0	0	0	0	0	0	3071000	0	0
Solyc11g040370.1.1	4680700	4189400	5543200	5749400	7695400	4586700	8207700	11914000	7243300	22621000	20572000	18727000
Solyc11g043200.1.1	4445000	2622100	3227700	3168800	3936300	2315200	2311000	3022800	3271300	5496200	6826600	7627800
Solyc11g043210.1.1	13949000	15640000	7781700	11244000	11452000	11341000	11847000	12220000	7604400	27860000	28385000	16313000
Solyc11g044340.1.1	23230000	19950000	24294000	19418000	14896000	11004000	20440000	16945000	24166000	13464000	6978100	17801000
Solyc11g044530.1.1	0	988910	0	0	1831200	0	0	0	1539600	3457200	13174000	6456300
Solyc11g045190.1.1	6682900	3710000	0	3807000	1775900	916790	3346200	1750400	0	3661500	801090	0
Solyc11g051160.1.1	0	3784300	0	0	3367500	0	3425500	2997400	0	9497800	14258000	3485200
Solyc11g056680.1.1	271900000	289560000	609840000	321160000	287780000	305010000	321380000	638970000	532450000	183180000	137780000	350180000
Solyc11g062010.1.1	39984000	31585000	43792000	34322000	29326000	33948000	50728000	34335000	39382000	29173000	12923000	32137000
Solyc11g062220.1.1	1933900	2576500	3116500	2250400	0	0	2964100	2474300	2694700	2408600	0	2479300
Solyc11g062270.1.1	46684000	84116000	42592000	30482000	80015000	61094000	54738000	63593000	58877000	38032000	46563000	73870000
Solyc11g062440.1.1	15488000	30627000	36978000	23204000	28361000	35362000	28881000	36295000	27214000	12233000	12398000	32358000
Solyc11g064950.1.1	4925600	3292500	4146700	3445500	6089100	3476600	3868400	3266800	3957700	7869400	4428800	3696400
Solyc11g065140.1.1	4174800	2396400	3854800	2495800	2768800	0	3244200	2829800	6209500	4325700	1490100	3751900
Solyc11g065150.1.1	3577800	4109600	4715500	4453200	3260400	4060800	4753900	3721700	4484400	4511100	1996000	4532000
Solyc11g065160.1.1	5430500	3569900	5095000	5317000	1915300	1326900	6386300	1642000	1087500	1973900	1382800	2368800
Solyc11g065600.1.1	0	0	0	0	433520	0	0	0	0	0	0	0
Solyc11g065620.1.1	7209900000	9.574e+09	7.748e+09	6807500000	6870900000	6421600000	9859900000	8831700000	5843700000	7413700000	4.902e+09	7493600000
Solyc11g069440.1.1	44684000	157310000	38997000	67191000	111910000	89790000	58314000	72896000	55227000	60512000	94963000	111240000
Solyc11g065730.1.1	99673000	95952000	86587000	41521000	60171000	31023000	83918000	78385000	65024000	55958000	38280000	58738000
Solyc11g065880.1.1	2394300	1470800	1043800	1935900	1716900	1249800	2214500	1775500	1814200	4197400	2620400	3054000
Solyc11g066060.1.1	368790000	473430000	532570000	461030000	562630000	498390000	574620000	5.05e+08	529890000	553060000	625150000	833220000
Solyc11g066110.1.1	3839300	3928800	15846000	8468600	5033900	7085300	6684000	6111100	11495000	19475000	16318000	15283000
Solyc11g066130.1.1	13024000	17241000	9267200	15369000	9747800	13306000	19464000	11873000	7111800	12515000	7647000	16699000
Solyc11g066160.1.1	0	0	0	0	0	0	10053000	0	0	0	0	0
Solyc11g066250.1.1	0	0	0	0	1459100	0	0	0	1262400	0	0	0
Solyc11g066280.1.1	19643000	18113000	10632000	20455000	21110000	13397000	15053000	19342000	16799000	6583600	4631900	10345000
Solyc11g066340.1.1	0	0	84834	0	0	0	0	0	0	0	0	0
Solyc11g066410.1.1	1785300	9915600	770910	2182800	6634600	9374700	3827200	1605900	1059100	34193000	40691000	15255000
Solyc11g066430.1.1	676520000	1393800000	251020000	1515300000	972800000	597030000	1937700000	2367200000	362040000	954810000	343090000	650940000
Solyc11g066460.1.1	45321000	64532000	74334000	78846000	86140000	83238000	85949000	37903000	62729000	43543000	48073000	46168000
Solyc11g066480.1.1	1867700	0	1151700	0	0	0	0	0	0	0	0	0
Solyc11g066590.1.1	4592900	5528900	6185100	8327200	13147000	11165000	8019400	9045100	9856900	8136200	8979600	10944000
Solyc11g066630.1.1	0	346180	0	0	0	0	0	0	0	0	0	0
Solyc11g066720.1.1	0	0	0	0	0	0	0	0	0	0	0	125090
Solyc11g066780.1.1	0	0	972080	0	0	0	0	0	0	0	0	0
Solyc11g066840.1.1	237350000	54785000	61708000	284030000	104870000	65445000	190470000	102900000	70253000	61404000	30715000	33330000
Solyc11g066870.1.1	42341000	77321000	81315000	47406000	60917000	88824000	59909000	59447000	73248000	73378000	68228000	48738000
Solyc11g066990.1.1	15164000	16387000	20996000	17506000	15513000	7061300	19875000	18501000	12501000	10413000	5683300	9410600
Solyc11g067090.1.1	31328000	24299000	31886000	41336000	32051000	29306000	44512000	27648000	20581000	27046000	21585000	38548000
Solyc11g067160.1.1	0	0	0	0	0	0	0	0	0	0	718210	0
Solyc11g067200.1.1	11301000	8244900	12994000	8499900	10772000	2564600	9356800	8729300	16019000	9473100	4700300	10588000
Solyc11g068420.1.1	0	0	395290	0	0	0	513060	426560	0	451970	0	554520
Solyc11g068480.1.1	873030	0	0	0	0	0	812130	0	0	473290	0	1310600
Solyc11g068640.1.1	25364000	21306000	14991000	26691000	28669000	42227000	27060000	25572000	34465000	49037000	27519000	51002000
Solyc11g068690.1.1	9779700	11045000	8414900	13003000	9435700	9116400	10177000	13557000	11016000	7149600	0	10433000
Solyc11g068730.1.1	0	0	0	0	0	0	0	0	0	0	4095400	0
Solyc11g068740.1.1	189200000	133140000	148690000	134050000	115710000	213570000	135120000	128550000	138940000	125620000	60838000	128730000
Solyc11g068820.1.1	3804300	31132000	6884600	7061800	25934000	13845000	19149000	12397000	7262900	26232000	46858000	26349000
Solyc11g068870.1.1	3227700	3219100	2606400	2847700	2819200	0	3096500	6733100	3153700	0	2175100	0
Solyc11g068950.1.1	1618000	748820	926760	1080700	0	2064100	1352900	875850	1021600	944500	0	0
Solyc11g069090.1.1	1275600	2515100	1272200	2149600	4460900	2909200	1086000	1864700	1591900	4241600	7964900	4928200
Solyc11g069150.1.1	0	0	0	1625000	1819100	0	0	0	0	1365800	4086100	2711900
Solyc11g069270.1.1	0	1346000	0	1019800	1823400	0	1076700	0	1146900	1150800	0	0
Solyc11g069410.1.1	0	61341	0	0	0	0	0	0	0	103690	779170	0
Solyc11g069680.1.1	0	0	0	0	0	0	0	0	0	0	993270	0
Solyc11g069700.1.1	14079000	49040000	15708000	30378000	143570000	32178000	26007000	23339000	16383000	76418000	336900000	90223000
Solyc11g069910.1.1	0	0	0	0	0	1775500	0	0	0	0	0	0
Solyc11g071220.1.1	8891700	33673000	16640000	24443000	13266000	18752000	50640000	23727000	19966000	10624000	3905600	8448900
Solyc11g071250.1.1	0	0	1170700	0	0	0	0	0	1842200	0	1952300	0
Solyc11g071340.1.1	30585000	29221000	30093000	26334000	24173000	11571000	25810000	28332000	26494000	16258000	9234800	16199000
Solyc11g071420.1.1	0	0	0	0	0	0	0	0	0	2080800	0	0
Solyc11g071550.1.1	2277600	1025500	2510200	4757500	2647100	3308700	2194900	1052400	4067000	2100600	0	2254700
Solyc11g071640.1.1	1042800000	2198700000	1775900000	2005300000	1932400000	1450300000	1.808e+09	2104500000	1061600000	1097500000	614250000	1079900000
Solyc11g071660.1.1	7351600	8034600	8587700	5189400	8850900	5395200	5562300	10753000	9059900	5714800	3409700	10079000
Solyc11g071910.1.1	0	25833000	0	30511000	0	0	0	0	0	46104000	66802000	22998000
Solyc11g071950.1.1	32306000	37092000	32389000	38171000	33374000	10787000	28529000	34884000	38239000	29758000	10399000	19711000
Solyc11g072090.1.1	3782300	2351700	3021000	2161700	2697200	4094100	3823800	0	4598500	4813000	2911600	2120800
Solyc11g072180.1.1	0	0	0	0	0	0	350550	0	0	0	0	0
Solyc11g072190.1.1	0	3927400	2637500	3644700	3595500	10183000	4541200	3018600	2805700	10706000	26906000	4421700
Solyc11g072320.1.1	0	0	0	2251500	0	0	0	0	0	0	0	0
Solyc11g072340.1.1	13184000	16237000	9118600	14713000	20478000	12200000	8654100	16033000	15947000	14537000	12900000	13074000
Solyc11g072390.1.1	52483000	72701000	79515000	72639000	102260000	91986000	56640000	103820000	105250000	40610000	37443000	72188000
Solyc11g072450.1.1	373480	0	624190	0	691980	0	637260	426840	0	4191000	31634000	736950
Solyc11g072490.1.1	14183000	8814100	10044000	6208700	5734200	13385000	7364100	3914500	6068100	1718200	0	3286400
Solyc11g072550.1.1	0	0	0	0	0	0	0	0	0	2119100	4960100	0
Solyc11g072710.1.1	0	622710	0	0	0	0	0	0	0	0	0	0
Solyc11g072730.1.1	4082300	4954900	5418300	6127400	2982500	3935000	5895600	4321100	6546000	3952400	2353500	5565000
Solyc11g072740.1.1	0	1864200	0	1944700	0	0	1812300	3476700	0	1281300	0	2684200
Solyc11g072810.1.1	2782900	2037400	2907000	2824400	2883700	0	3132500	2466100	3202400	1767400	0	0
Solyc11g073250.1.1	1945300000	1326100000	1454200000	2138700000	281840000	832030000	345220000	668220000	1733300000	376240000	227900000	454290000
Solyc11g073280.1.1	15421000	29987000	51189000	30334000	32270000	38374000	23714000	35554000	70739000	69332000	44015000	96488000
Solyc12g005080.1.1	19837000	17838000	9709000	15690000	20733000	19015000	15371000	19870000	17819000	33204000	45211000	21443000
Solyc12g005270.1.1	361490000	418320000	97362000	460240000	133330000	197020000	233240000	423500000	319970000	219120000	178130000	117100000
Solyc12g005300.1.1	0	0	0	0	0	0	0	0	0	644770	0	0
Solyc12g005630.1.1	0	0	1468100	2054500	2519100	3554700	0	4504200	460160	21630000	108370000	38527000
Solyc12g005770.1.1	44065000	41512000	55932000	31430000	38372000	26703000	35787000	49227000	53595000	50684000	25385000	42897000
Solyc12g006010.1.1	57964000	44610000	58819000	77328000	42745000	27784000	55819000	51676000	41622000	41056000	18403000	30473000
Solyc12g006180.1.1	0	1552500	1055200	2244800	0	0	0	1442100	0	2381000	6287400	1702500
Solyc12g006280.1.1	0	0	0	0	0	0	0	0	0	939950	0	0
Solyc12g006320.1.1	3924300	4545600	2344000	2748700	3159600	0	1822000	2213300	2070800	0	0	0
Solyc12g006480.1.1	44356000	30154000	103790000	38153000	42473000	28311000	65801000	47895000	95049000	32919000	25780000	53002000
Solyc12g006550.1.1	179710000	1.11e+08	182800000	265320000	157310000	160180000	149580000	216610000	198390000	95303000	36902000	209510000
Solyc12g006620.1.1	1991300	5167600	1939200	2804700	2755900	1355100	2216200	3023800	1875700	0	0	0
Solyc12g006650.1.1	1122300	0	1354400	0	766510	0	1516600	876480	808650	1243200	609880	2151000
Solyc12g006810.1.1	0	0	0	0	0	0	0	0	0	0	1311200	0
Solyc12g006910.1.1	0	0	187190	0	0	0	0	0	0	0	0	0
Solyc12g006980.1.1	8532900	7302600	12887000	0	4915600	24627000	3674700	6115300	9290000	4017400	7772000	6206900
Solyc12g006990.1.1	0	0	0	0	0	0	0	0	0	0	2919800	0
Solyc12g007110.1.1	0	0	0	0	0	0	0	0	0	2453500	0	2118200
Solyc12g007180.1.1	0	0	412060	0	0	0	0	0	0	0	0	0
Solyc12g008360.1.1	41062000	44942000	33037000	36998000	38759000	39880000	45060000	41444000	39834000	51987000	35934000	54482000
Solyc12g008370.1.1	272170000	451670000	405600000	377510000	450350000	323440000	459680000	373180000	268830000	236890000	191700000	305450000
Solyc12g008390.1.1	1755700	1532500	1167900	791240	1205700	2044100	1303100	1471600	1221000	2161000	1172400	0
Solyc12g008720.1.1	6587200	6301300	0	6334200	9120400	3524100	4520800	5956400	0	4504000	3191700	1682900
Solyc12g008750.1.1	43048000	40004000	52824000	19646000	38850000	29918000	43693000	45755000	36514000	35721000	26835000	44065000
Solyc12g008840.1.1	0	0	0	0	0	0	0	0	0	6569600	8745800	3124900
Solyc12g008870.1.1	0	560380	0	0	0	0	0	0	0	0	0	0
Solyc12g008890.1.1	0	0	0	0	0	0	0	0	0	0	0	1530500
Solyc12g008940.1.1	25083000	41104000	40111000	37550000	46526000	68307000	28317000	33904000	69484000	23065000	22787000	33661000
Solyc12g009030.1.1	3484600	2453600	2980400	0	4062400	0	3154100	3782500	3446000	2566400	2497000	4936200
Solyc12g009090.1.1	0	0	0	0	0	1604200	0	0	0	0	0	0
Solyc12g009140.1.1	875450	1891600	1853200	1826400	2020400	1968700	3279300	1885300	1241600	3705600	10915000	4383200
Solyc12g009200.1.1	0	0	0	0	0	0	0	0	0	0	1618900	0
Solyc12g009210.1.1	0	0	0	0	0	0	754610	0	0	0	0	0
Solyc12g009390.1.1	0	831770	0	0	0	0	0	0	0	0	0	0
Solyc12g009410.1.1	0	1668400	0	1074800	2019700	2218400	0	2175600	944920	25633000	8301000	3395300
Solyc12g009600.1.1	0	0	0	0	0	0	0	0	0	4544600	14477000	5935500
Solyc12g009640.1.1	138530000	82101000	191060000	91807000	87448000	64560000	118490000	109260000	143300000	77143000	34301000	122300000
Solyc12g009650.1.1	7115600000	4496100000	5152600000	4322100000	5917400000	3.843e+09	4128700000	3468900000	3819700000	1978400000	1442800000	3406600000
Solyc12g009960.1.1	1151900	2990600	1295700	2130100	2222200	831620	2835800	2484500	1265300	38960000	74489000	31433000
Solyc12g010340.1.1	2797500	5630100	3423000	9568400	5798600	2048200	3035400	5766900	3461400	5885400	3135500	2243600
Solyc12g010380.1.1	0	0	0	0	2111900	0	0	0	0	7889800	19914000	3224100
Solyc12g010520.1.1	0	0	0	0	0	0	0	0	0	0	0	2410600
Solyc12g010790.1.1	0	0	966710	0	0	1366500	2317000	0	0	1025100	5017000	1286600
Solyc12g010890.1.1	3030300	2420400	0	3023700	0	2106400	3204200	0	0	3616400	0	0
Solyc12g011050.1.1	31382000	22750000	38443000	18897000	17597000	14093000	30901000	20361000	35818000	19790000	9471900	20884000
Solyc12g011180.1.1	0	0	0	0	0	0	0	0	0	1192200	0	0
Solyc12g011190.1.1	12104000	8292100	16339000	9734600	9934700	8953800	10867000	11736000	12111000	5392600	5886800	7192900
Solyc12g013510.1.1	16908000	70083000	21180000	23486000	35459000	23945000	85355000	147040000	3762700	34298000	26071000	7900000
Solyc12g013580.1.1	0	0	0	0	0	0	0	0	0	1247100	2420400	0
Solyc12g013790.1.1	0	0	410850	0	0	0	0	0	0	0	0	0
Solyc12g013880.1.1	34950000	24138000	23980000	23498000	19639000	68743000	35163000	27477000	21551000	34607000	11562000	17885000
Solyc12g013890.1.1	3886800	2098200	2452100	0	950130	785060	1427300	690120	946060	2689500	636780	972890
Solyc12g014060.1.1	0	0	0	2709100	0	0	0	0	0	0	0	0
Solyc12g014170.1.1	6564700	8404300	9316200	12111000	11362000	11906000	7331500	8937300	10058000	12022000	8228600	10946000
Solyc12g014210.1.1	263830000	175350000	204970000	260170000	219850000	182400000	281740000	253620000	193010000	258220000	192840000	271610000
Solyc12g014250.1.1	0	0	0	0	0	0	0	0	0	991610	1528500	0
Solyc12g014390.1.1	1648100	7081300	2441700	2042400	2667000	4618800	2836000	1381000	2599100	3573100	4894900	8279200
Solyc12g014540.1.1	12275000	9053000	9483700	12213000	4862300	4162500	8292900	9178900	8526200	10698000	3054600	8158500
Solyc12g014570.1.1	0	0	0	0	0	0	0	0	0	0	1669300	0
Solyc12g014610.1.1	0	0	0	0	0	0	0	0	0	0	0	3328400
Solyc12g015680.1.1	0	0	0	0	0	0	0	0	0	0	2220500	0
Solyc12g015880.1.1	0	0	0	0	0	0	0	0	0	1081900	2589900	0
Solyc12g015910.1.1	0	158140	0	0	0	0	0	0	0	0	0	0
Solyc12g016190.1.1	0	1548800	3648000	2645900	1926300	0	2498700	3908300	3165400	1544300	1447600	1170600
Solyc12g017260.1.1	0	0	270330	0	0	0	0	0	0	0	0	0
Solyc12g017410.1.1	1697900	1664900	4931200	1746900	2084500	0	1713000	1666300	1916000	1278800	0	0
Solyc12g017630.1.1	5317000	12407000	12126000	4589000	10503000	5609000	6393200	18985000	14127000	2807100	1147100	5071700
Solyc12g017750.1.1	19611000	8484200	5181500	6295800	5701800	4426100	11165000	4972200	5437800	13515000	4844400	4509600
Solyc12g019110.1.1	0	3483100	1516000	0	1710600	1731200	1057000	2711200	2083400	2531200	1233200	1202400
Solyc12g019550.1.1	180620	0	50182	167030	137490	54842	315510	107230	0	75573000	36813000	12419000
Solyc12g019750.1.1	7827800	8285800	10326000	7102100	7716400	3844800	6887400	8518100	8968200	7447100	2172800	6627900
Solyc12g020000.1.1	11068000	5070900	0	10329000	0	9777100	0	0	11869000	5455100	0	0
Solyc12g021280.1.1	1822700	2433000	1320600	2935000	2335800	2984300	2215300	2457700	1876400	7421100	15905000	5977400
Solyc12g026400.1.1	126770000	221430000	159410000	211210000	195060000	117660000	234770000	198060000	101450000	124160000	46587000	108420000
